RowName,InstrumentName,InstrumentTypeCategory,UpgradeName,Cost
987,Drums3,3,1975 Drumster Fire *BRAND NEW*,26441277443
988,Guitar1,4,Bender '54 (slight damage),12443563037
989,Guitar2,5,Full Size Lagoon Guitar Bag,20219747947
990,Guitar3,6,Signed Gibby Guitar knob,26441277443
991,Bass1,7,Pro Fish Guitar 2023 ,12443563037
992,Bass2,8,Refurbished Grand Largemouth,20219747947
993,Bass3,9,Used Bass strings (Still in package),26441277443
994,Wild1,10,Pre-Used Uptight Baby Grandfather,12443563037
995,Wild2,11,Beautiful Echenbach Standing Piano,20219747947
996,Wild3,12,Stage 69 Vintage Electric Piano,26441277443
