RowName,InstrumentName,InstrumentTypeCategory,UpgradeName,Cost
985,Drums1,1,DRUM to get rid of,9332734754
986,Drums2,2,"Small Drum, Need out of House",17109690146
987,Drums3,3,1975 Drumster Fire *BRAND NEW*,23330592302
988,Guitar1,4,Bender '54 (slight damage),9332734754
989,Guitar2,5,Full Size Lagoon Guitar Bag,17109690146
990,Guitar3,6,Signed Gibby Guitar knob,23330592302
991,Bass1,7,Pro Fish Guitar 2023 ,9332734754
992,Bass2,8,Refurbished Grand Largemouth,17109690146
993,Bass3,9,Used Bass strings (Still in package),23330592302
994,Wild1,10,Vintage Torchhead no strings,9332734754
995,Wild2,11,Custom Blender USA Reissued ,17109690146
996,Wild3,12,Hearthead Mahogany Jimmy Tooth Electric Guitar,23330592302
